name,price,location,link,Description,Property Address,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Estate Name,Property Size,Subtype,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Furnished,Housing Quality,Smoking,Parties
4bdrm Duplex in Ikate for rent, 7000000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-duplex-in-ikate-for-rent-2KZ9g0kMo7iIXnDXS1lVFMPl.html?page=14&pos=1&cur_pos=1&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=277,"Fully Serviced Luxury 4bedrooms Terrace House with Pool Gym BQ For Rent
 Location: Ikate Lekki Lagos
Rent : 7m per annum
Serviced charge: 688k
Power is Pay As you Go
Agency fee 10%
Legal fee 10%
cautions deposit 400k
*Amenities:*
24hrs power supply pay as you go
Swimming pool
Gym 
24hrs Security","Ikate, Lekki.",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"2000
     
      sqm",,,,,,,,,,,,,,,,
"5bdrm Duplex in Dolphin Extension, Ikoyi for rent", 15000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-dolphin-extension-ikoyi-for-rent-hKQqUGgaXRQdd8ALl3Gz8ZjG.html?page=14&pos=4&cur_pos=4&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=280,"For Lease: well improved 5bedroom detached Duplex at Dolphin Extension lkoyi, can park up to 6cars comfortably 
Rent; N15m
... Emma iky",dolphin extension ikoyi,Fairly Used,Unfurnished,Duplex,5 bedrooms,5 bathrooms,dolphin extension,"650
     
      sqm",,,,,,,,,,,,,,,,
"Newly Built, 3 Bedroom Luxury Apartment", 10000000,"Victoria Island, Ademola Adetokunbo",https://jiji.ng/ademola-adetokunbo/houses-apartments-for-rent/newly-built-3-bedroom-luxury-apartment-kW8iFzJhQIOagHnChAbO4FhF.html?page=14&pos=7&cur_pos=7&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=283,"Location: victoria island 
newly built, 3 bedroom luxury apartment all rooms en-suite with bq. stylishly and tastefully finished with, fitted modern separate kitchen, gym, swimming pool, located at 
v apartments off ajose adeogun. victoria island. 
rent: 10m
service charge: 1.5m",Off Ajose adeogun,Newly-Built,Unfurnished,Block of Flats,3 bedrooms,3 bathrooms,Off Ajose adeogun,,,,,,,,,,,,,,,,,
4bdrm Duplex in Ikate for rent, 5000000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-duplex-in-ikate-for-rent-im6gT3axKcQG61LeIqE3q2is.html?page=14&pos=10&cur_pos=10&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=286,"*For rent in Ilasan, Ikate*
4 bedroom terrace duplex with private compound
Rent 5m
Agency 10%
Legal 10%
Caution 10%
Self service",ilasan,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"450
     
      sqm",,,,500000,500000,500000,1500000,,,,,,,,,
4bdrm Duplex in Ikota for rent, 250000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-3S5IPj2W60XA9SKidch2Aw1A.html?page=14&pos=13&cur_pos=13&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=289,"We have a beautiful,4 bedroom duplex with cinema and BQ available for sale in a serene location.","Lekki, Lagos",Fairly Used,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,"350
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Ologolo for rent, 110000000,"Lekki, Ologolo",https://jiji.ng/ologolo/houses-apartments-for-rent/4bdrm-duplex-in-ologolo-for-rent-zpIYNE4Ckm7vVfczh8j48Ci.html?page=14&pos=16&cur_pos=16&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=292,"FNewly Built 4 Bedroom Semi Detached Duplex listed for sale
 Location: Ologolo, Lekki Lagos
Top Features: 
- [ ] 4BEDROOM 
- [ ] Fitted Kitchen with accessories 
- [ ] Modern Day POP Ceiling 
- [ ] Detailed finishing 
- [ ] Finished Wardrobes 
- [ ] Water heater
- [ ] Heat extractor
- [ ] BQ
Title: governors consent 
 Prices: N110M
For more details
Call/WhatsApp 080",Ologolo,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"380
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Duplex in New, Ikota for Rent", 4000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-new-ikota-for-rent-llSnCJQjsVq8sSKJ5wT6DZVP.html?page=14&pos=19&cur_pos=19&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=295,"Rent 4m
North west... omoshola...",north west filling station VGC,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,New,"2000
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in Ikota Gra for rent, 5000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/5bdrm-duplex-in-ikota-gra-for-rent-uP9xjoflLzS2k9eEAeR5gKZ7.html?page=14&pos=22&cur_pos=22&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=298,"TO LET IN IKOTA
5 Bedroom Fully detached house with a room staff quarters and a laundry room at Ikota 

Dapo
Victor",Ikota,Fairly Used,Unfurnished,Duplex,5 bedrooms,5 bathrooms,Ikota gra,"500
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in VGC / Ajah for rent, 15000000,"Ajah, VGC / Ajah",https://jiji.ng/ajah-vgc/houses-apartments-for-rent/5bdrm-duplex-in-vgc-ajah-for-rent-pQUXsMFIvzaQnZXwRfrRFc6i.html?page=15&pos=2&cur_pos=2&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=301,"Brand new 5 bedroom semidetached duplex with guest toilet, fitted kitchen, bq, swimming pool, rooftop terrace, 2 living rooms in Lakeview Park Estate opposite VGC Lagos for rent at 15 per annum","lake view estate, VGC, lekki.",Newly-Built,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,"600
     
      sqm",,,,,,,,,,,,,,,,
"5bdrm Duplex in Secured Estate, Banana Island for rent", 70000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/5bdrm-duplex-in-secured-estate-banana-island-for-rent-Cx4CaelMXePb0UOBcj8G0SV6.html?page=15&pos=5&cur_pos=5&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=304,"FOR LEASE: IN BANANA ISLAND:*
Exquisitely built luxurious 5 bedroom (all ensuite) fully detached houses with lavishly spacious master's and madam's bedrooms
Ante, 
Living room,
Family lounge
Elevator, 
Large fully fitted kitchen,
1 room bq
Solar power as backup etc.
Located in a mini estate of 5 units in banana island Ikoyi .
 
Rent: N70m per annum
... $+h•°",Banana Island,Newly-Built,Unfurnished,Duplex,5 bedrooms,7 bathrooms,Secured estate,"500
     
      sqm",,,,,,,,,,,,,,,,
1bdrm Shared Apartment in Madam Cellular for rent, 800000,"Lekki, Agungi",https://jiji.ng/agungi/houses-apartments-for-rent/1bdrm-shared-apartment-in-madam-cellular-for-rent-fFYEYtfunNn8fyVBD91uLSl1.html?page=15&pos=8&cur_pos=8&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=307,This is a shared kitchen Appartment where every room has its own luxury toilet and bathroom located at Lekki Agungi road in madam cellular estate. Master rooms massively big #800k for 6month,21 madam cellular,Fairly Used,Semi-Furnished,Shared Apartment,1 bedroom,1 bathroom,madam cellular estate Agungi,"400
     
      sqm",,150000,"Water treatment, estate security,house security, compound cleaner and lawma",,,,,,,,,,,,,
5bdrm Duplex in Ikoyi for Rent, 35000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-ikoyi-for-rent-bo8wY25i4PYyjnNG8NiC6piN.html?page=15&pos=11&cur_pos=11&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=310,"Brand new 5bedrooms fully detached to let in Ikoyi.
 35m per annum",Ikoyi,Newly-Built,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,"600
     
      sqm",,,,,,,,,,,,,,,,
3bdrm Apartment in Ilaje / Lekki for rent, 3000000,"Lekki, Ilaje / Lekki",https://jiji.ng/lekki-ilaje/houses-apartments-for-rent/3bdrm-apartment-in-ilaje-lekki-for-rent-rvMdRD7eUqzBOj3iPuGH4tcX.html?page=15&pos=15&cur_pos=15&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=314,"Spacious 3 Bedroom(All Ensuite) Apartment with BQ for rent, off Mobil Road, Ilaje Busstop, Ajah , Lagos* 
Rent= N3,000,000
Agency= N300,000
Agreement= N300,000
Caution deposit= N250,000
 *Total Package= N 3,850,000*
 *Property features:* 
Very clean water
In house Gym
Serene Environment
 Very accessible road to the Express.
 Brand New.
Well secured.
 Very spacious
 Modern Facilities.",Off Mobil road,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,"400
     
      sqm",,,,10,10,10,30,,,,,,,,,
4bdrm Duplex in Ikate for rent, 8500000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-duplex-in-ikate-for-rent-a65u0zRjKDbVowpr4TdgINln.html?page=15&pos=18&cur_pos=18&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=317,"Luxury 4 bedroom semi detached duplex
Rent : 8m
Agency: 10%
Legal : 10%
Caution: 10%
Service charge: 
Total package: 10.8m
Features: 
24/hours security
24 hours electricity
Fitted kitchen
Interlocked floor
Swimming pool
Water heater
Gym
Pop ceiling
Walk in shower
Fully serviced.",Ikate,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
"Furnished 4bdrm Duplex in Chevron Ikota, Lekki for rent", 10000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-chevron-ikota-lekki-for-rent-wqR4Y7zX5puc3NUAHT6MGLYV.html?page=15&pos=21&cur_pos=21&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=320,"Newly built 4Bedrooms Fully furnished duplex with BQ at secured estate immediately after chevron second toll gate is available for rent. 
Annual rent 10m
Agency 1m
Legal 500k
Refundable caution 500k",Immediately after chevron second toll gate,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,Chevron Ikota,"600
     
      sqm",,,,,,,,,,,,,,,,
3bdrm Duplex in Ajah for rent, 4000000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/3bdrm-duplex-in-ajah-for-rent-aoEWwI6Wfiaf1Ps7fP0LLxGG.html?page=16&pos=1&cur_pos=1&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=323,"Brand newly built luxury serviced 3bedrooms terrace duplex with pool & gym for rent
 location: lekki palm city estate addo road ajah lagos.
 rent-4m per annum
service charges: 700k
power is pay as you go (24hrs light )
legal -10%
agency-10%
 caution-10%
 features:*
- swimming pool
- serviced apartment
- all rooms ensuite
- fitted kitchen
- 24 hours light 
- 24 hours security
- dinning section
- family lounge
- good road
- serene environment
- prime location
- good neighborhood
- clean water
- good drainage system","Ajah, Lekki.",Newly-Built,Unfurnished,Duplex,3 bedrooms,3 bathrooms,,"550
     
      sqm",,,,,,,,,,,,,,,,
3bdrm Apartment in Victoria Island for rent, 12000000,Victoria Island,https://jiji.ng/victoria-island/houses-apartments-for-rent/3bdrm-apartment-in-victoria-island-for-rent-rHXpgSEj7v7oj1giYZByTBQk.html?page=16&pos=4&cur_pos=4&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=326,"Serviced 3 Bedroom apartment Off Ajose Adeogun, Victoria Island.
Rent: 12M
Agency:10%
Legal:10%
Caution: 1M
Service Charge: 1.4M
Features:
*Living room
*Dinning Area
*Wardrobes
*Elevator
*Swimming pool
*Gym
*Security Cameras
*24hrs Power.",Vi,Fairly Used,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,"300
     
      sqm",,1400000,,10,10,500000,500020,,,,,,,,,
3bdrm Apartment in Abraham Adesanya Estate for rent, 2500000,"Ajah, Abraham Adesanya Estate",https://jiji.ng/abraham-adesanya-estate/houses-apartments-for-rent/3bdrm-apartment-in-abraham-adesanya-estate-for-rent-8uIrZdHGWcPO0HLE85xFrcbU.html?page=16&pos=6&cur_pos=6&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=328,"3 Bedroom Apartment with spacious BQ for Rent, at Lekki scheme 2 Estate, Off Ogombo Road, Abraham Adesanya Busstop, Ajah, Lagos* 

 Spacious rooms and car park space.
 Clean Water
 Very Secured estate.
 Separate prepaid Nepa meter.
 Very accessible to the road.",Lekki scheme 2,Newly-Built,Unfurnished,Apartment,3 bedrooms,3 bathrooms,,"400
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-6oG04T0DaheIqbd2YqrHjne1.html?page=16&pos=9&cur_pos=9&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=331,"FOR RENT! 
Lovely 4 Bedroom Terrace Duplex
Location- Ikota, Lekki 
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
- [x] 24hrs Electricity
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet 
#shelterforyouproperties #lekkirealtor #lekkiagent #luxuryhousesforsale #homebuyers #firsttimehomebuyer #realestateagent #4bedroomfullydetachedduplexforsale #5bedroomfullydetachedduplexforsale #lagosrealestate #propertyagents #explorerealestate #explorepage #viralpost #ukrealestateinvestment #newsupdate #blogs #4bedroom #apartmentforrentinikoyi",Ikota,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
Furnished 4bdrm Duplex in Lekki for rent, 140000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-lekki-for-rent-7Km9mEevB2hMZ0TQO1u69tSK.html?page=16&pos=12&cur_pos=12&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=334,4Bedrooms Fully-Detached Duplexes with bq for Sale!! In a secured estate in Lekki Lagos Nigeria,Lekki,Newly-Built,Furnished,Duplex,4 bedrooms,5 bathrooms,,"450
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Duplex in Gbangbala Ikate, Lekki Phase 1 for rent", 7000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-gbangbala-ikate-lekki-phase-1-for-rent-f1nz8vYZi0GF9gGMDDY70G2z.html?page=16&pos=16&cur_pos=16&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=338,"For rent
Spacious newly built 4bedroom terrace duplex at gbangbala ikate Elegushi
With inverter attached to the house 
Swimming pool
Gym centre
Central generator 
Light 22 hours daily 
Rent 7m
Agency 10%
Legal 5%
Service charge 145k per monthly cover generator, cleaning, security and others excluding electricity purchase... 
Enquiries080XXXXXXXX",Ikate lekki Lagos,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,gbangbala ikate Elegushi,"3000
     
      sqm",,145000,"generator, cleaning, security and others excluding electricity purchase...",700000,350000,,,,,,,,,,,
"4bdrm Duplex in Kusenla Street, for Rent", 6000000,"Lekki, Ikate-Elegushi",https://jiji.ng/ikate-elegushi/houses-apartments-for-rent/4bdrm-duplex-in-kusenla-street-for-rent-1bE6AccWosw7x58WgvyaTpYb.html?page=16&pos=19&cur_pos=19&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=341,"PREMIUM LETTING
Palatable serviced Semi-detached houses having 4bedrooms (all en-suite) with spacious boys quarters strategically located on Kusenla Street, Ikate-Elegushi, Lekki, Lagos.
Special Features:
~Standby Generator
~Swimming Pool
~24/7 Security
~Gym
~Water Treatment Plant
~Ample Parking Space
RENT:  per annum
SERVICE CHARGE:N300k per quarter
Legal
Agency
Caution","Kusenla Street, Ikate-Elegushi, Lekki, Lagos",Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,"Kusenla Street, Ikate-Elegushi, Lekki, Lagos",,,,,,,,,,,,,,,,,
4bdrm Duplex in Ikota for rent, 4500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-mQnmnSoyQP8BA0c6QtJ5KVPL.html?page=17&pos=1&cur_pos=1&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=344,"4 Bedroom Semi-detached duplex inside Lekky County Homes for Rent.

Agency - 10%
Legal - 10%
Caution deposit - 10%","Ikota, Lekki.",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"550
     
      sqm",,,,,,,,,,,,,,,,
3bdrm Apartment in Lekki for rent, 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-apartment-in-lekki-for-rent-aKu9NHxPqdylwczG2fjwQ364.html?page=17&pos=3&cur_pos=3&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=346,"*for cooperate tenant only*
*available letting at lekki phase 1*
*approve for shortlet investment*
 brand new 3units of 3 bedroom apartment with a bq in lekki phase 1, lekki, lagos
*features- 24 hours power, 24 hours security, beautiful fitted wardrobe, astonishing woodwork, great ambiance, gorgeous lightings, fitted air conditions, sparkling chandeliers, nice pop designs, balconies, ample parking space, lounge area
caution per flat x 3 
legal of the total rent
agency of total rent 
*for cooperate tenant to take all at once*",Lekki phase 1,Newly-Built,Unfurnished,Apartment,3 bedrooms,4 bathrooms,,"1000
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Ikota for rent, 4500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-cppoEKbXvyd1yM0BgDqvv7Xg.html?page=17&pos=5&cur_pos=5&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=348,"RENT !!!!!!

Self serviced 4 bedroom semidetached duplex

Ikota

Rent: N4.5m
Agency: N450k
Legal : N450k
Caution: N450k","IKota, lekki",Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,"1000
     
      sqm",,,,,,,,,,,,,,,,
"5bdrm Duplex in Chevron, Lekki Phase 2 for Rent", 5000000,"Lekki, Lekki Phase 2",https://jiji.ng/lekki-phase-2/houses-apartments-for-rent/5bdrm-duplex-in-chevron-lekki-phase-2-for-rent-Cl76LlJ3iN7mfi2ZnzI3q0WP.html?page=17&pos=9&cur_pos=9&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=352,"4bedroom semi detached duplex 5m 
Agency 10%
Legal 10% 
Caution 10%
location chevron",lekki,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,4 bathrooms,chevron,,,,,,,,,No Pets,,,,,,,,
4bdrm Townhouse / Terrace in Ologolo Lekki for rent, 7500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ologolo-lekki-for-rent-sntPqz2iut3KpOMO9cOTfcGI.html?page=17&pos=12&cur_pos=12&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=355,"To let !! tastefully finished 4 bedroom terrace
duplex for rent! 
location:  ologolo, lekki lagos
rent: 7.5m per annum
other charges:
- agency: 10%
- legal: 10%
- caution : 600k
total package: 9.6m
service charge : yet to be decided
features
- all rooms ensuite
- 24 hours security
- fitted kitchen
- inbuilt speakers
- pop ceiling
- walk in shower
- water heater
- jacuzzi
- stamp concrete floor
- serviced",Ologolo,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,Ologolo Lekki,"1000
     
      sqm",Semi-Detached,,,750000,750000,600000,2100000,,,,,,,,,
4bdrm Duplex in Lekki Scheme2 Estate for rent, 3000000,"Ajah, Abraham Adesanya Estate",https://jiji.ng/abraham-adesanya-estate/houses-apartments-for-rent/4bdrm-duplex-in-lekki-scheme2-estate-for-rent-zKQFD9QutD4hgj1jJztWuDlM.html?page=17&pos=15&cur_pos=15&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=358,4bedroom semi detached duplex for rent at Lekki scheme2 estate alone in compound,Lekki scheme2 estate,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,Lekki scheme2 estate,"350
     
      sqm",,10,10,10,10,10,30,,,,,,,,,
"4bdrm Duplex in Osapa, Lekki for Rent", 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-osapa-lekki-for-rent-fTJW7Htgiu5IlysOYqfyHyXC.html?page=17&pos=18&cur_pos=18&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=361,"Rental Listings 
*Serviced 4 Bedroom Semi Detached duplex in Serene Neighborhood*
Location: Osapa, Lekki 
Rent 6.5
Agency:10%
Legal:10%
Caution:500k 
Total package:8.3m 
Service charge:70k monthly","Osapa, Lekki",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,Osapa,"450
     
      sqm",,,,,,,,,,,,,,,,
"Furnished 4bdrm Townhouse / Terrace in Banana, Ikoyi for rent", 30000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/furnished-4bdrm-townhouse-terrace-in-banana-ikoyi-for-rent-baBBvI9LxjyEt1NbaeIGoBe6.html?page=17&pos=21&cur_pos=21&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=364,"FOR RENT:

Description: Newly built 4 Bedroom terrace with 1 bedroom Boysquater (No swimming pool, no gym)

Location: Banana Islandma
Rent: N30m
Service Charge: N4million",Banana,Newly-Built,Furnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,Banana,"250
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki Ph 1 for rent, 12000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-lekki-ph-1-for-rent-geTDexsVhjFd8AE3OFlIJxrl.html?page=18&pos=3&cur_pos=3&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=368,"To Let
SEMI BRIEF
BEDROOM SEMI DETACHED DUPLEX FOR RENT! 
Location: Lekki Phase 1, Lagos Nigeria
Rent: 12m, per annum
Other charges:
- Agency: 10%
- Legal: 10%
- Caution: 10%
- Service Charge: 2m/annum
Features
- All Rooms Ensuite
- Fitted kitchen
- Pop Ceiling
- Water heater
- Walk-in-Shower
- Stamp concrete floor
- Secure Estate
- Gym
- Swimming Pool
- Smart lock
- Playground","Lekki Phase 1, Lagos Nigeria",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,Lekki pH 1,"200
     
      sqm",,10,10,10,10,10,30,,,,,,,,,
3bdrm Apartment in Greenfield Estate for rent, 1500000,"Isolo, Ago Palace",https://jiji.ng/ago-palace/houses-apartments-for-rent/3bdrm-apartment-in-greenfield-estate-for-rent-vuPJdVqAWjy0R2ilWjbt653.html?page=18&pos=6&cur_pos=6&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=371,"Standard 3bedroom flat all rooms ensuite with visitors toilet... 
At Greenfield Estate Ago. 
Upstairs
Going for 1.5m",Greenfield Estate Ago,Renovated,Semi-Furnished,Apartment,3 bedrooms,4 bathrooms,Greenfield Estate Ago,"1000
     
      sqm",,,,,,,,,,,,,,,,
