name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Subtype,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Furnished
"4bdrm Duplex in Chevron Second Toll, Lekki for rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-second-toll-lekki-for-rent-Bzn7a4HauiHqbhfXJVR4fkDm.html?page=20&pos=18&cur_pos=18&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=453,"Newly refurbished 4Bedrooms semi detached duplex with BQ at chevron second toll gate is available for rent. 
Annual rent 4.5m
agency 450k
Legal 450k
Caution 300k
self service",chevron second toll gate,chevron second toll gate,1000sqm,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-cxD9gles5Ek6aQf5OV5nNJ8f.html?page=20&pos=20&cur_pos=20&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=455,"4BEDROOM TERRACE DUPLEX FOR RENT
Location: Ikate, Lekki, Lagos
Amenities 
Modern fittings
All rooms en-suite 
Parking Lot 
Fitted Kitchen 
 Secured Estate
Price : 5m Naira Per Annum 
Agency - 10% 
Legal - 10%
Caution - 10%
Service Charge: 726k annually",Illasan,,300sqm,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,726000,,500000,500000,500000,1500000,,,,,,,
"4bdrm Duplex in Chevron Drive, Lekki for rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-drive-lekki-for-rent-dDpM67ZMNWzbdtolLfXtRQui.html?page=20&pos=23&cur_pos=23&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=458,"4 bedroom terrace +bq at chevron alternative route. Rent 6M, legal, Agency, caution 10% sc... Will be related",Chevron Drive,Chevron Drive,1000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Banana Island for rent, 25000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/4bdrm-duplex-in-banana-island-for-rent-sbEQTczaHXBlYVlohxnD5JoX.html?page=21&pos=4&cur_pos=4&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=462,"Beautifully Finished 4 bedroom duplex at Banana Island
Swimming pool,
 gym 
24hours power supply
Uniformed Security
Treated Water
serene environment",Ikoyi,banana Island,300sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Lekky County, Lekki for rent", 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekky-county-lekki-for-rent-tXYdInGnGyhcDgSfQUWOBs9q.html?page=21&pos=7&cur_pos=7&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=465,"For rent
4 bedroom detached duplex for rent
location lekky county road
rent: 6.5m
agency: 10%
legal: 10%
caution: 10%
—
:features 
•car port
•cctv cameras
•fitted kitchen
•in built speakers
•one boy’s quarter
•all rooms en-suite
•stamp concrete floor
•reverse osmosis water system
—",Lekky county,Lekky county,300sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,650000,650000,650000,1950000,,,,,,,
"4bdrm Duplex in Orchid, Lekki for Rent", 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-orchid-lekki-for-rent-6we5TwhORpWdeoMWZgkvZhri.html?page=21&pos=10&cur_pos=10&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=468,Brand new spacious luxurious 4 bedroom semi detached duplex in orchid with a spacious bq comes with nice features Rent 6.5m aac 10% each.,orchid,orchid,3000sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,6 bathrooms,,,650000,650000,650000,,,,,,,,
4bdrm Duplex in Ikate Lekki for rent, 10000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-bymcmiIAxO2wdj4LinnrdS1T.html?page=21&pos=13&cur_pos=13&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=471,"Brand New Luxury 4 Bedroom Semi-detached Duplex with 24hrs uninterrupted power FOR RENT
LOCATION: Ikate, Lekki.
RENT: NGN10,000,000
Other charges:
SERVICE CHARGE: N1,147,100
CAUTION: 10%
AGENCY: 10%
LEGAL: 10%
Features:
-gym
-swimming pool
- All Rooms Ensuite
- Car Port
- Water Treatment
- Good Light and Water
- Pop Ceiling
- In-house Speakers
- Interlocking
- Good Security
- Fully Fitted Kitchen
-small London environment
Solmos",Ikate Lekki,Ikate Lekki,190sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,1147000,,1000000,1000000,1000000,3000000,,,,,,,
Furnished 4bdrm Duplex in Ifako-Gbagada for rent, 160000000,"Gbagada, Ifako-Gbagada",https://jiji.ng/ifako-gbagada/houses-apartments-for-rent/furnished-4bdrm-duplex-in-ifako-gbagada-for-rent-8XMDl6Oz6MI80UDkFccU4Xcu.html?page=21&pos=16&cur_pos=16&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=474,4 bedroom detached house at Ifako Gbagada 160m net title RC,Ifako-Gbagada,Ifako-Gbagada,50sqm,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Vgc Lekki for rent, 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-vgc-lekki-for-rent-BhJvH3L0tqiW5KY7PGIus4Lp.html?page=21&pos=19&cur_pos=19&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=477,"TO LET !! 4BED ||  Vgc lekki 
4 BEDROOM TERRACE DUPLEX FOR RENT! 
Location:  Harris drive VGC, lekki Lagos 
Rent: 4.5m per annum
Other charges:
- Agency 10%
- Legal. 10%
- Caution 200k
- Service Charge: 50k monthly ( pay as you go)
Features
- 24 Hours Security
- 18 Hours Electricity
- All Rooms Ensuite
- Fully Fitted Kitchen
- Pop Ceiling
- Water Heater
- Walk-in-Shower
- Interlocked Floor
- Serviced",VGC,VGC Lekki,1000sqm,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,50000,,450000,450000,200000,1100000,Semi-Detached,,,,,,
5bdrm Duplex in Ikota for Rent, 6000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/5bdrm-duplex-in-ikota-for-rent-6vCElKNBplpGNns0cwNwYIO9.html?page=21&pos=22&cur_pos=22&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=480,"MASH RENT 
5 BEDROOM DETACHED DUPLEX FOR RENT 
Amenities: 
- [ ] Fitted Kitchen 
- [ ] POP Ceiling 
- [ ] Detailed finishing 
- [ ] Wardrobes 
- [ ] Bath cubicle 
- [ ] CCTV 
- [ ] Gas cooker 
- [ ] Water Heater
- [ ] Heat extractor
 
Location: Ikota Lekki Road 32 Ikota villa estate 
Price: 6M per annum
Legal : 10percent 
Agency : 10percent 
Caution : 5PERCENT 
For More information on this and other luxury homes in Lekki .","5 BEDROOM DETACHED DUPLEX FOR RENT in Ikota, 6m",Ikota,400sqm,Newly-Built,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,Pets Allowed,,,,,
"2bdrm Apartment in Atlantic View Estate, Lekki for rent", 2800000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/2bdrm-apartment-in-atlantic-view-estate-lekki-for-rent-nOL6VKJbq6EkxMu2kKPLf837.html?page=22&pos=3&cur_pos=3&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=484,"Brand new 2 bedroom apartment in new road, lekki","New road, Igbo efon",Atlantic view estate,200sqm,Newly-Built,Semi-Furnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,
3 Bedroom Luxury Apartment At Ikoyi Rent, 8000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3-bedroom-luxury-apartment-at-ikoyi-rent-sE8MALLyphuFmXwRIA341H4z.html?page=22&pos=6&cur_pos=6&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=487,"For Rent 3 Bedroom Luxury Apartment With Bq Stylish And Tastefully Finished Offering An Exquisite, Spacious And Bright Interior Combining Beautiful Period Features With Stunning Contemporary, Fitted Modern Separate Kitchen,Gym, Hot Tub, Pool, Squash Court, Tennis Court, Located At cooper Road Ikoyi. Rent: 8 Million Naira",,,400sqm,,,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,No,3,Yes,No,No
4bdrm Duplex in Ikota for rent, 5500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-83Xci7G9wV2NanHwVbFi5xCR.html?page=22&pos=9&cur_pos=9&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=490,"*Brand New Luxury 4bedroom semi detached duplex with bq*
*Location - Lekki county homes Ikota* 
*Rent-5.5m*
*Agency fee-10%*
*Legal fee-10%*
*Refundable Caution fee-10%*",Lekki county homes,,500sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"5bdrm Duplex in Chevron, Lekki for Rent", 7500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-chevron-lekki-for-rent-uBTL8zuO1olMt4m9pPTKAg5u.html?page=22&pos=12&cur_pos=12&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=493,"5 BEDROOM DETACHED DUPLEX FOR RENT ! 
Location: Chevron, Lagos
Price: 7.5m per annum
Other Charges : 
Agency 10%
Legal 10%
Caution: 500k
Total Package: 9,500,000
Features
- Secure Estate 
- All Rooms Ensuite 
- Fitted Kitchen 
- Stamp Concrete Floor
- 1 BQ
- POP Ceiling
- Water Heater 
- Walk-in Shower
- Jacuzzi 
- Inbuilt Speakers 
- Self Serviced","Chevron, Lekki",Chevron,500sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-f5h3jUdHkPax1QWxxBkMEOW8.html?page=22&pos=15&cur_pos=15&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=496,"FOR RENT! 
Lovely 4 Bedroom Detached Duplex 
Location- Lekki County, Lekki
Rent 
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries070XXXXXXXX",Lekki County,,500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Townhouse / Terrace in Osapa London, Lekki for rent", 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-osapa-london-lekki-for-rent-mXjuXhqann8tOYIE2j76HZcz.html?page=22&pos=18&cur_pos=18&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=499,"Lovely 4 bedroom terrace duplex available for rent
: osapa london, lekki, lagos 
rent: n7m
legal: 10%
agency: 10%
caution: 10%(the pop in the room is currently being worked on).
total package :  (excluding sc)
property details 
- kitchen fully fitted
- 
- clean water
- 24 hours security
- fully fitted kitchen
- lovely neighborhood
- flood free area
- shower cubicle",Osapa London,Osapa London,1600sqm,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,700000,700000,700000,2100000,Semi-Detached,,,,,,
4bdrm Duplex in Lekki for rent, 15000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-m8hMNKtbkqQmAWQrTpqYRdaf.html?page=22&pos=21&cur_pos=21&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=502,"Residential Or Commercial 4 Bedroom Detached Duplex for Rent
Price: ₦15,000,000
Location: Lekki
Features:
-All Rooms Ensuite
-CCTV
-Jacuzzi
-Fitted Kitchen
-POP Ceiling
-Wardrobe
-In-built Speakers
-Walk-in Closet
-Water Heater
-Heat Extractor
-Ample Parking Space
Inquiries II inspection II Purchase II Call
WhatsApp +
Email: 
Omosholaseglevel",Lekki,Lekki,600sqm,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
Furnished 4bdrm Townhouse / Terrace for rent, 14000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/furnished-4bdrm-townhouse-terrace-for-rent-q7bArcBoPDIgMbktwGxBXD5a.html?page=23&pos=1&cur_pos=1&ads_per_page=22&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=505,"Beautifully Finished and Furnished 
4 bedroom terrace plus BQ 
Rent= 14m
Legal 5% 
Legal = 5% 
Caution: 1m
Service Charge 1.5m
24hrs Electricity and Security
Location: Periwinkle Lifestyle Estate Lekki
KoD",Lekki phase1,Periwinkle Estate,500sqm,Fairly Used,Furnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,,,,,,,Semi-Detached,,,,,,
"5bdrm Duplex in Banana Island, Ikoyi for rent", 120000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-banana-island-ikoyi-for-rent-5gVFmhkq6TxXmAGQfwH4BZ71.html?page=23&pos=4&cur_pos=4&ads_per_page=22&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=508,"5-BED | 6-BATH | 1-BQ | GYM | $150K PER ANNUM
Searching for a luxurious 5-bedroom detached home in the serene and exclusive Banana Island area of Ikoyi, Lagos? Look no further than this stunning property now available for rent.
This impressive home boasts a range of top-of-the-line features, including a sparkling swimming pool, fully equipped gym, expansive living areas perfect for entertaining guests, and a fully fitted kitchen with all the latest appliances and amenities.
Upstairs, the double volume bedroom offers breathtaking views of the lagoon, while the walk-in closet provides ample storage space for all your clothes and accessories. Other highlights of the property include a security house, garden, and high-quality finishes throughout.
Contact us today to arrange a viewing and see for yourself what makes this property so special.",Banana Island,Banana Island,800sqm,Newly-Built,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
"Furnished 2bdrm Apartment in Peace Estate, Okota for rent", 1700000,"Isolo, Okota",https://jiji.ng/okota/houses-apartments-for-rent/furnished-2bdrm-apartment-in-peace-estate-okota-for-rent-x37wIm9z203hG6bkiYLVKVBd.html?page=23&pos=7&cur_pos=7&ads_per_page=22&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=511,"A brand new 2bed room flat,all room ensuite with water heater and visitors toilet,pop,floor tiles, wardrobes, kitchen cabinets and kitchen shelf, balcony, prepaid metre,clean borehole water at Ago Palace Way,Lagos",Ago Palace Way,Peace Estate,400sqm,Newly-Built,Furnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Lekki Expressway for rent, 4000000,"Lekki, Lekki Expressway",https://jiji.ng/lekki-expressway/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-expressway-for-rent-3YNMeVw1tdEBo4bcSWfCSUW3.html?page=23&pos=10&cur_pos=10&ads_per_page=22&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=514,"Features;
20 hours electricity 
24 hours security 
All rooms ensuite
pop ceiling
Water heater
Walk in shower
interlocked floor
Jacuzzi
Serviced",orchid lekki,,300sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,540000,per annum,400000,400000,400000,1200000,Semi-Detached,,,,,,
"3bdrm Townhouse / Terrace in Elf, Lekki Phase 1 for rent", 5000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-elf-lekki-phase-1-for-rent-fREYcOyKc9EN2vGy3qurH3vc.html?page=23&pos=13&cur_pos=13&ads_per_page=22&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=517,"To let
 3bedroom terrace duplex with bq for rent all rooms en-suite
Location  Elf , lekki phase 1
Rent:5m
Agency 10%
Legal:10%
Caution 10%
Service charge:1.5m","Elf, Lekki phase 1",Elf,250sqm,Fairly Used,Semi-Furnished,Townhouse / Terrace,3 bedrooms,4 bathrooms,,,,,,,,,,,,,
"3bdrm Apartment in Itedo Estate, Lekki Phase 1 for rent", 4500000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/3bdrm-apartment-in-itedo-estate-lekki-phase-1-for-rent-zq705Z0Qvy6rGlAAOH4Cdz01.html?page=23&pos=16&cur_pos=16&ads_per_page=22&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=520,"*spacious 3 bedroom flat no bq* 
*location: itedo estate, lekki phase 1*
*rent 5m*
*service charge: 1m*
*power (inclusive of diesel and phcn) :150k monthly* 
*caution: 200k*.
*agency: 10%*
*legal: 10%*.
*service charge covers*:
• general maintenance of the house 
• water treatment 
• cleaning of common areas 
• waste disposal 
• security
*note: short-let is allowed*
#lor#Nezer#","Itedo estate , Lekki phase 1",Itedo estate,150sqm,Fairly Used,Semi-Furnished,Apartment,3 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Townhouse / Terrace in Chevron Alternative, Lekki for Rent", 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-chevron-alternative-lekki-for-rent-paYctIa0lMBCOt1kYf3FFDqw.html?page=23&pos=18&cur_pos=18&ads_per_page=22&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=522,"Direct brief :: fully service 4 bedroom terrace duplex with private parking space in a court inside estate (Tulips) chevron alternative
Rent 4m 
Agency. 10%
Legal 10%
Caution 200k
S/charge 450k","chevron alternative, Lekki",chevron alternative,350sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
6bdrm Duplex in Lekki Phase 1 for Rent, 11000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/6bdrm-duplex-in-lekki-phase-1-for-rent-imHvgmTJOuQFj5OvO1zTyeVj.html?page=23&pos=21&cur_pos=21&ads_per_page=22&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=525,"TO LET
6 bedroom detached house for lease along at Lekki Phase 1
Rent:
Agency fee 10%
Agreement 10%",Lekki Phase 1,,500sqm,Newly-Built,Semi-Furnished,Duplex,6 bedrooms,6 bathrooms,,,,,,,,,,,,,
2bdrm Apartment in Lekki Phase 1 for rent, 10000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/2bdrm-apartment-in-lekki-phase-1-for-rent-gjNafRpZeMSnWjoXGsGMcnxQ.html?page=24&pos=2&cur_pos=2&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=528,"to let
tastefully built and serviced two (2) and at blue waters apartment lekki phase1 
rent:n10m for (2) bedroom
service charge: 
caution fee:  
agency fee: 10%
features:
tennis court
swimming pool 
lounge
gym
exquisite finishing
clean water
secured estate 
24 hours electricity
tmr",Blue Waters Tower,Lekki phase 1,500sqm,Fairly Used,Semi-Furnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,
"Furnished 3bdrm Duplex in Izu Real Estate, Lekki Phase 1 for rent", 6000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/furnished-3bdrm-duplex-in-izu-real-estate-lekki-phase-1-for-rent-1KlSPW7BThrJerq8qNoe24Wl.html?page=24&pos=5&cur_pos=5&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=531,"Rent Alert  
3Bedroom Terrace Duplex 
Location: Lekki Phase 1
Rent: 6Million
Agency: 10%
Legal: 10%
Caution: 500k
Service Charge: 814k
Diesel Deposit: 1.2Million",Lagos state,Izu real Estate,500sqm,Newly-Built,Furnished,Duplex,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Metro Homes Estate for rent, 5000000,"Ajah, Abraham Adesanya Estate",https://jiji.ng/abraham-adesanya-estate/houses-apartments-for-rent/4bdrm-duplex-in-metro-homes-estate-for-rent-i1mBS56fI9Bsru4sGwi34wd1.html?page=24&pos=8&cur_pos=8&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=534,4bedroom terrace duplex is available now for rent at metro home estate brand new house,general peint,metro homes estate,350sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,10,10,10,10,10,30,,,,,,,
"4bdrm Duplex in Richmond Estate, Ikate for Rent", 10000000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-duplex-in-richmond-estate-ikate-for-rent-hl5BEKXBOQg8i5eGNZUR8e9W.html?page=24&pos=12&cur_pos=12&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=538,A lovely and tastefully built 4bedroom serviced house all rooms en suite in a well serene and estate with 24hrs power supply at ikate Richmond estate to let 10m,ikate lekki Lagos State,Richmond estate,150sqm,Renovated,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,Pets Allowed,,,,,
4bdrm Duplex in Chevron Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-lekki-for-rent-m7nepXpvLRK2e3pbfFBfzKhU.html?page=24&pos=14&cur_pos=14&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=540,"To Let!!
Beautiful Built 4 Bedroom Semi Detached Duplex!!
Location: Chevron
Rent: 5M
Agent: 10%
Legal :10%
Caution fee: 10%
Total:6,500,000
Sunwealth",Chevron Lekki,Chevron Lekki,200sqm,Renovated,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,500000,500000,500000,1500000,,,,,,,
5bdrm Duplex in Ikate-Lekki for rent, 10000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-ikate-lekki-for-rent-uondpoaz6LdeVnJOhC0Emhs1.html?page=24&pos=18&cur_pos=18&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=544,"Newly built 5bedrooms Semi-Detached Duplex with Bq with excellent facilities in secured estate at Ikate is available for rent 
Annual rent 10m
Agency 1m
Legal 500k
Caution 1million",Lekki Phase one,Ikate-Lekki,1000sqm,Newly-Built,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki Phase 2 for rent, 6000000,"Lekki, Lekki Phase 2",https://jiji.ng/lekki-phase-2/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-2-for-rent-wcrHrjvQkzfN6nHhiCNUdUdn.html?page=24&pos=21&cur_pos=21&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=547,"Luxury 4 bedroom detached duplex for rent.
Rent 6m
Agency : 600k
Legal: 600
Caution: 600k
Total package: 7.8m","Orchid, 2nd Toll gate",,500sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
3bdrm Duplex in Lekki for rent, 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-duplex-in-lekki-for-rent-pOfT8TxC8ufAfMjLxtMdN1AM.html?page=25&pos=1&cur_pos=1&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=550,"Brand new 3 Bedroom terrace duplex in orchid, Lekki 
Rent- 4.5m","orchid,Lekki",Lekki,500sqm,Newly-Built,Semi-Furnished,Duplex,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
Furnished 4bdrm Duplex in Izu Real Estate for rent, 98000000,Lagos State,https://jiji.ng/lagos/houses-apartments-for-rent/furnished-4bdrm-duplex-in-izu-real-estate-for-rent-19I1LgvPB6Gm5hLBh9LETZUB.html?page=25&pos=4&cur_pos=4&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=553,"NOW SELLING!!
4Bedroom semi detached Duplex 
LocationChevron
Price:
FEATURES
- Beautiful En-suite rooms
- Fully fitted kitchen
- Tastefully finished
- Parking Space
- Beautiful family lounge
- Very tight security 
- Well ventilated 
- 24/7 Electricity 
- Inbuilt Speaker 
- Excellent location
- Good electricity
- Good title document
- Great Neighborhood contact070XXXXXXXX",Chevron,Izu real Estate,500sqm,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
3bdrm Apartment in Ikoyi for rent, 13000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3bdrm-apartment-in-ikoyi-for-rent-nhb7BLUUU90E1e1IjHH4xt3Z.html?page=25&pos=7&cur_pos=7&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=556,"1Newly Built 3 Bedroom Apartment For Rent 
IKOYI, LAGOS
 13M per annum 
Other Charges 
Service charge NGN 3M 
Agency 10%
Legal 5%
Caution 10%
Diesel pay as you go
_Features_
- [ ] All rooms ensuite
- ⁠[ ] Spacious living 
- ⁠[ ] Water treatment 
- ⁠[ ] Dining area
- ⁠[ ] Swimming pool
- ⁠[ ] Gym
- ⁠[ ] Fully Serviced
- ⁠[ ] Bq
- ⁠[ ] Elevator",Ikoyi,Ikoyi,580sqm,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
4bdrm Townhouse/Terrace in Lekki for Rent, 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-for-rent-abY66iNOeXsa1T51RB9H89z2.html?page=25&pos=10&cur_pos=10&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=559,A tastefully built 4bedroom terrace apartments in a well serene estate with uniform security guard road fully tared to the kitchen to let 4m,orchid road,,,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,10,,,,,Pets Allowed,,,,,
"4bdrm Duplex in Oral Estate, Lekki for rent", 12000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-oral-estate-lekki-for-rent-yLxPA5n6db7a5XYn67s2ZXQ8.html?page=25&pos=12&cur_pos=12&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=561,"4 bed semi detached || To let |
Agency 10%
Legal 10%
Caution 10%
Features:
Swimming pool
2 parking
Fitted kitchen
Fitted bath
Bq
Closet
Standard POP lighting
lord",2nd tollgate,Oral estate,450sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,1200000,1200000,1200000,3600000,,,,,,,
