name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Subtype,New Property,Total Rooms,Parking Space,Broker Fee,Furnished,Pets
"4bdrm Duplex in Orchid, Lekki for Rent", 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-orchid-lekki-for-rent-aY3PxtMlM6QJNnl6ACAe2YDd.html?page=27&pos=10&cur_pos=10&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=604,"Newly built Spacious 4 bedroom duplex with bq 
Location orchid 
Rent 4m
Agency caution agency 10 percent each.
Service charge 43j monthly
Service apartment 24 hours light 
Come with swimming pool football pitch gym center children playing
#Emmauche","Orchid, Lekki",Orchid,"430
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 15000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-m8hMNKtbkqQmAWQrTpqYRdaf.html?page=27&pos=13&cur_pos=13&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=607,"Residential Or Commercial 4 Bedroom Detached Duplex for Rent
Price: ₦15,000,000
Location: Lekki
Features:
-All Rooms Ensuite
-CCTV
-Jacuzzi
-Fitted Kitchen
-POP Ceiling
-Wardrobe
-In-built Speakers
-Walk-in Closet
-Water Heater
-Heat Extractor
-Ample Parking Space
Inquiries II inspection II Purchase II Call
WhatsApp +
Email: 
Omosholaseglevel",Lekki,Lekki,"600
     
      sqm",Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"3bdrm Block of Flats in Ogombo, Ajah for rent", 1800000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/3bdrm-block-of-flats-in-ogombo-ajah-for-rent-5bwhiOQXSvsSYu7kGhZZHWU2.html?page=27&pos=16&cur_pos=16&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=610,3bedroom flat for rent at Ogombo,ogombo,Ogombo,"1000
     
      sqm",Newly-Built,Semi-Furnished,Block of Flats,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Chevron Drive, Lekki for rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-drive-lekki-for-rent-dDpM67ZMNWzbdtolLfXtRQui.html?page=27&pos=19&cur_pos=19&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=613,"4 bedroom terrace +bq at chevron alternative route. Rent 6M, legal, Agency, caution 10% sc... Will be related",Chevron Drive,Chevron Drive,"1000
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Orchid, Lekki for Rent", 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-orchid-lekki-for-rent-48NhhhnrsFC3JWSQqyLDxkB1.html?page=27&pos=23&cur_pos=23&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=617,"Newly built 4bedroom terrace duplex
Location:orchid 
Agency:10%
Legal:10%",Lekki,orchid,"800
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"2bdrm Duplex in Ologolo, Lekki for rent", 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/2bdrm-duplex-in-ologolo-lekki-for-rent-d3HXHyMrUKwasa2KLlMhTioV.html?page=28&pos=3&cur_pos=3&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=620,"Solo 2 BEDROOM TERRACE DUPLEX FOR RENT! 
Location: Ologolo, Lagos
Rent: 5.5m
Other charges:
- Agency 10%
- Legal 10%
- Caution: 10%
 Service charge :1m
- Total Package : 8,150,000
Features
- All Rooms Ensuite 
- 24 Hours security 
- 24 Hours Electricity 
- Open plan Kitchen 
- Pop Ceiling 
- Walk In shower
- Swimming pool
- 1 BQ
- Fully Serviced 
 
•","Ologolo, lekki","Ologolo, lekki","508
     
      sqm",Newly-Built,Semi-Furnished,Duplex,2 bedrooms,2 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Ologolo for rent, 6500000,"Lekki, Ologolo",https://jiji.ng/ologolo/houses-apartments-for-rent/4bdrm-duplex-in-ologolo-for-rent-C3U2Dlm5a1CTp8PHm5pookpI.html?page=28&pos=6&cur_pos=6&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=623,"KDirect Brief 
4Bedroom Semi Detached Duplex With 1Bq 
Location: Ologolo  
Agency: 10%
Legal: 10%
Caution: 10%",Ologolo,,"300
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"2bdrm Block of Flats in Majek, Ajah for rent", 1000000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/2bdrm-block-of-flats-in-majek-ajah-for-rent-BKbX8BHB9KzcoXtUjfXQWm6z.html?page=28&pos=9&cur_pos=9&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=626,2 bedroom flat at Majek. All rooms en-suite,sangotedo,Majek,"600
     
      sqm",Fairly Used,Semi-Furnished,Block of Flats,2 bedrooms,2 bathrooms,,,100000,100000,100000,300000,,,,,,,
4bdrm Duplex in Ikate Lekki for rent, 9000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-1Kn3PVG7ifCGfs3buqZYf5hQ.html?page=28&pos=12&cur_pos=12&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=629,"To let !! || 4bed ||  ikate lekki || 4 bedroom fully-detached duplex for rent (24hrs power)
location :  ikate , lekki, lagos
rent : 9m per annum 
other charges:
agency: 10%
legal: 10%
caution: 450,000
service charge: 2,400,000 (diesel deposit inclusive)
total: 13,650,000
features:
all rooms en-suite 
| pop ceiling 
| large living area 
| dinning area 
| fitted kitchen 
| heat extractor 
| water heater 
| high ceiling 
| kitchen store 
| large master’s room 
| walk-inshower 
| bathtub gated estate",Ikate Lekki,Ikate Lekki,"200
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,2400000,,900000,900000,450000,2250000,,,,,,,
"3bdrm Block of Flats in Orchid Road, Lekki Phase 2 for rent", 3000000,"Lekki, Lekki Phase 2",https://jiji.ng/lekki-phase-2/houses-apartments-for-rent/3bdrm-block-of-flats-in-orchid-road-lekki-phase-2-for-rent-rRpi69xcTYzFPrTvubaIY8y2.html?page=28&pos=15&cur_pos=15&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=632,"3bedroom flat for rent in a gated Estate. 
Amenities: 
- [ ] Fitted Kitchen with accessories 
- [ ] Modern Day POP Ceiling 
- [ ] Detailed finishing 
- [ ] Wardrobes
- ⁠[ ] Balcon
- [ ] Water heater
- ⁠[ ] 24hrs Security 
Location:Orchid Road lekki phase 2 Lagos",orchid road,orchid road,"600
     
      sqm",Fairly Used,Unfurnished,Block of Flats,3 bedrooms,3 bathrooms,330000,,10,10,,,,,,,,,
Furnished 4bdrm Duplex in Lekki for rent, 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-lekki-for-rent-kLo1JVyWYZNNbBWjwGGukQWa.html?page=28&pos=18&cur_pos=18&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=635,"TO LET
Self Serviced 4Bedroom Semi Detached Duplex. 
Location : Orchid Road inside a ehcucalling Estate(before roundabout)
Rent : 4.5M 
Caution Deposit : 450k 
Legal : 10% 
Agency : 10%",Orchid road,,"900
     
      sqm",Newly-Built,Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-zv2UKpuOj5bmBldNW8gNzGuK.html?page=28&pos=21&cur_pos=21&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=638,"*6m per annum Fully Detached Lekki Luxurious Duplex*
4 bedroom fully detached duplex with BQ for Rent!!
.
 
.
Location: Orchid, Lagos
.
Features:
•Brand new 
•Clean water 
•Secured estate
•Good Compound space
•Serenity
•Water Heaters
•Pop Ceiling
•Microwave 
•Oven
•Heat extractor
•24 hours power supply
Rent: 6m per annum
Legal: 600,000
Agency: 600,000
Caution: 600,000
*Contact",Orchid,,"600
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
2bdrm Apartment in Ikate Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/2bdrm-apartment-in-ikate-lekki-for-rent-ahEqVd9RfQRGiuSoEq6LHvml.html?page=29&pos=1&cur_pos=1&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=641,"Solo 2 BEDROOM APARTMENT FOR RENT ! ( 2nd Floor ) 
Location: Ikate , Lagos
Price: 6m per annum
Other Charges : 
Agency 10%
Legal 10%
Caution:   
Service Charge : per annum ( pay as you go ) 
Diesel Deposit : 
Total Package:  
Features
- All Rooms Ensuite 
- Open kitchen plan 
- Fitted Kitchen 
- AC
- 24 Hours Electricity 
- 24 Hours Security 
- Interlocked Floor 
- Walk-in Shower 
- Serviced 
•","Ikate, Lekki",Ikate lekki,"300
     
      sqm",Newly-Built,Semi-Furnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,
"Furnished 4bdrm Duplex in Victoria Island, Kofo Abayomi for Rent", 20000000,"Victoria Island, Kofo Abayomi",https://jiji.ng/kofo-abayomi/houses-apartments-for-rent/furnished-4bdrm-duplex-in-victoria-island-kofo-abayomi-for-rent-ddXbVdniFuJN6OEzfjo2p8td.html?page=29&pos=4&cur_pos=4&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=644,"Spacious duplex for rent in Vi, good for office space, Bar, School, etc",Spacious property in VI,Victoria island,"500
     
      sqm",Fairly Used,Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,Pets Allowed
"4bdrm Duplex in Vgc, Lekki for rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-vgc-lekki-for-rent-WOyUOVxjIbqiuT51tcOj9qm.html?page=29&pos=7&cur_pos=7&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=647,"TO LET 
4 BEDROOM SEMI DETACHED DUPLEX FOR RENT! 
Location: VGC, Lekki, Lagos
Rent: 5 per annum 
Other charges:
- Agency 10% 
- Legal. 10%
- Caution 10%
- Total package : 6,500,000
- Service charge : 50k per month 
Features
- 24 Hours Security 
- 24 Hours Electricity 
- All Rooms Ensuite
- Pop Ceiling 
- Water Heater 
- Walk-in-Shower 
- Interlocked Floor 
- Serviced",VGC,VGC,"200
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,500000,500000,500000,1500000,,,,,,,
"4bdrm Duplex in Agungi, Lekki for rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-agungi-lekki-for-rent-k2JJYmxfV0qPipAV6tIGL615.html?page=29&pos=10&cur_pos=10&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=650,"To let 
4 bedroom semi detach duplex for rent in agungi
: agungi , lekki , lagos.
rent: n5m
legal: 10%
agency: 10%
caution: 200k
total package :n6.2m",Agungi,Agungi,"200
     
      sqm",Renovated,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,500000,200000,,,,,,,,
4bdrm Duplex in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-ujGn80T7vgqMCUrU9t6o4mLQ.html?page=29&pos=12&cur_pos=12&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=652,"Spacious 4Bedroom semi detached Duplex with bq & Good Power Supply for Rent 
Location: Lekki 2nd Toll Gate, Lekki.
Rent: 5M
Legal: 10%
Agency: 10%
Caution: 400k
Service Charge: 60k monthly
Features:
Neatly Finished
All Rooms Ensuite
Massive Living Room
Massive Masters Bedroom
Quality Spanish Tiles
Parking Space for 3 cars
Interlocked Floor 
Secured Area
Serene Environment.
Water Heaters.
Pop Ceiling
Walk-In Shower",Lekki second toll gate,,"600
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in by Chevron Second, Lekki for Rent", 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-by-chevron-second-lekki-for-rent-aY08XTAzsh0RLt8DDqd6nKiv.html?page=29&pos=15&cur_pos=15&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=655,"For rent| 4bed terrace duplex | ikate| n4m
4 bedroom terrace duplex and pool 
location: by chevron second toll gate lekki lagos
rent: 4m per annum 
other charges:
- agency 10%
- legal. 10%
features
- all rooms ensuite
- 24hours electricity 
- 24 hours security 
- fitted kitchen 
- bq
- pop ceiling 
- walk in shower
- water heater 
- serviced 
•",By chevron second toll gate,By chevron second toll gate,"1000
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
5bdrm Duplex in Ikate-Lekki for rent, 10000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-ikate-lekki-for-rent-uondpoaz6LdeVnJOhC0Emhs1.html?page=29&pos=17&cur_pos=17&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=657,"Newly built 5bedrooms Semi-Detached Duplex with Bq with excellent facilities in secured estate at Ikate is available for rent 
Annual rent 10m
Agency 1m
Legal 500k
Caution 1million",Lekki Phase one,Ikate-Lekki,"1000
     
      sqm",Newly-Built,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Ikate, Lekki for Rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-mlr7CmLBdSRLGhPvM0ANFgkk.html?page=29&pos=20&cur_pos=20&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=660,,,,,,,,,,,,,,,,,,,,,,
"4bdrm Duplex in Royal Pine Estate, Chevron for rent", 5000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-duplex-in-royal-pine-estate-chevron-for-rent-jF8hRImEul2Cm7DA9C6nLxkr.html?page=29&pos=23&cur_pos=23&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=663,"Brand New Fully Serviced 4 Bedroom Semi Detached Duplex with BQ
Royal Pine Estate, Orchid Road",Orchid,Royal Pine Estate,"450
     
      sqm",Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,480000,"Security, cleaning, lawma, sewage evacuation",500000,500000,500000,1500000,,,,,,,
Furnished 4bdrm Duplex in Lekki Phase 1 for rent, 20000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/furnished-4bdrm-duplex-in-lekki-phase-1-for-rent-hmj18LgD236fqOZzNTLI30BZ.html?page=30&pos=3&cur_pos=3&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=666,"Solo FURNISHED 4 BEDROOM TERRACE DUPLEX FOR RENT ! 
Location: Lekki Phase 1,Lagos
Price: 20m per Annum 
Other Charges : 
Agency 10%
Legal 10%
Caution: 10%
- Service Charge : 1.2m per annum ( pay as you go ) 
Total : 27.2m 
Features
- All Rooms Ensuite 
- 24 Hours Security
- 24 Hours Electricity 
- Fully Fitted Kitchen
- Stamp Concrete Floor
- POP Ceiling 
- Water Heater 
- Walk In Shower
- Swimming Pool 
- Jacuzzi 
- Inbuilt Speakers
- Fully Serviced 
•",Lekki phase 1,Lekki phase 1,"500
     
      sqm",Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Ikate for rent, 10000000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-duplex-in-ikate-for-rent-oQvr4VNP4hE7sT9SJUG3gbv8.html?page=30&pos=6&cur_pos=6&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=669,"4bedroom semi detached duplex for rent
location: ikate, lekki, lagos.
amenities 
modern fittings
room en-suite
parking lot
fitted kitchen 
 secured estate
price :naira per annum 
agency - 
legal -
cautions fee -",Ikate,,"300
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
3bdrm Apartment in Abraham Adesanya Estate for rent, 2500000,"Ajah, Abraham Adesanya Estate",https://jiji.ng/abraham-adesanya-estate/houses-apartments-for-rent/3bdrm-apartment-in-abraham-adesanya-estate-for-rent-8uIrZdHGWcPO0HLE85xFrcbU.html?page=30&pos=9&cur_pos=9&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=672,"3 Bedroom Apartment with spacious BQ for Rent, at Lekki scheme 2 Estate, Off Ogombo Road, Abraham Adesanya Busstop, Ajah, Lagos* 

 Spacious rooms and car park space.
 Clean Water
 Very Secured estate.
 Separate prepaid Nepa meter.
 Very accessible to the road.",Lekki scheme 2,,"400
     
      sqm",Newly-Built,Unfurnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Lekki Phase 1 for Rent, 16500000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-phase-1-for-rent-ubb6vyljrYhG6DsTjVGaKGqm.html?page=30&pos=13&cur_pos=13&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=676,"4 BEDROOM TERRACE DUPLEX FOR RENT! 
 Location:LEKKI PHASE 1
Agency - 
Legal-
Caution 
Service charge-
Power Deposit-
Total package-
 Features 
- Fully fitted Kitchen 
- All Rooms En-suite
-24hrs Electricity 
-24hrs Security
-Inbuilt speakers 
-POP Ceiling
- Interlocked Floor
- Water Heater 
-BQ
-Walk-in shower 
-Private Jetty
-Event size terrace per unit
-Water front view
-Swimming Pool
-Fully Serviced 
•",Lekki Phase 1,,"350
     
      sqm",Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
Furnished 5bdrm Duplex in Ikoyi for rent, 20000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/furnished-5bdrm-duplex-in-ikoyi-for-rent-uApm1LaMiXUKNER0ZwTpgEJp.html?page=30&pos=15&cur_pos=15&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=678,"This is a lovely 4 bedroom Detached Duplex with 2 rooms bq situated in Ikoyi, Lagos. 
The property is well finished and serene. It has features such as ensuite rooms, air conditioners, water treatment plant, good car park space, a private office with a separate entrance, good lighting etc.
macdam


Other charges discussed on inspection ⚠⚠⚠",Ikoyi,Ikoyi,"600
     
      sqm",Fairly Used,Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in 2Nd Tollgate, Lekki for Rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-2nd-tollgate-lekki-for-rent-n13y9t7Vftlb9aveOJEOLxd0.html?page=30&pos=18&cur_pos=18&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=681,"TO LET — 
4 Bedroom Semi-Detached with 2nd toll gate, Eleganza 
 Chevron, Lekki, Lagos. 
* per Annum *
 *Agency 
*Legal 
& Caution 
* *Total Package","2nd Tollgate, Lekki",2nd tollgate,"450
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
5bdrm Duplex in Bera Estate Chevron for rent, 7000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/5bdrm-duplex-in-bera-estate-chevron-for-rent-z0EFXETx1G0Mi28zDImFKG9B.html?page=30&pos=22&cur_pos=22&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=685,"*available for rent*
brand new 5 bedroom fully detached duplex with bq
chevron 
rent: 7m
legal: 10%
agency: 10%
caution fee: 10%
*total  9.1m*",BERA ESTATE CHEVRON LEKKI LAGOS,BERA ESTATE CHEVRON LEKKI LAGOS,"500
     
      sqm",Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
"Furnished 1bdrm Apartment in Lekki Palm City, Ajah for rent", 2500000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/furnished-1bdrm-apartment-in-lekki-palm-city-ajah-for-rent-iKDDEACsI9Osh0Zv6OlxZLj0.html?page=31&pos=2&cur_pos=2&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=688,"Clean and fully furnished miniflat in lekki palm city estate
2.5m annual rent
500,000 service charge
Caution deposit 500,000
Agency 10%
Legal 10%","Addo road, ajah",Lekki palm city estate,"300
     
      sqm",Newly-Built,Furnished,Apartment,1 bedroom,1 bathroom,,,,,,,,,,,,,
4bdrm Duplex in Ikota for Rent, 5500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-iRuG97IfCwwNsKpLqfvL9FHD.html?page=31&pos=5&cur_pos=5&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=691,"To let 
Brandnew 4bedroom semi Detached duplex with bq at ikota lekki lagos",ikota lekki lagos,,"300
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,Pets Allowed
